Continents/regions,year,modis_land1,modis_land2,modis_land3,modis_land4,modis_land5,modis_land6,modis_land7,modis_land8,modis_land9,modis_land10,modis_land11,modis_land12,modis_land13,modis_land14,modis_land15,modis_land16,modis_land17
Africa,2010,4.82268E+12,2.86682E+15,880218212,3.47425E+14,2.50637E+14,8.19308E+13,3.37368E+14,1.28354E+15,3.46117E+15,2.97103E+15,8.91289E+12,5.44383E+14,5.17727E+12,1.76089E+14,143100887.4,6.41958E+12,53639601904
Australia,2010,6.62365E+13,4.04584E+14,809049613.9,9.93493E+11,7.95594E+12,1.0253E+14,8.30115E+14,1.48382E+14,4.8825E+14,1.13695E+15,2.62452E+12,1.83569E+14,8.52755E+11,1.18821E+12,113323188.5,2.29765E+12,12664418648
E Asia,2010,8.38459E+13,3.14245E+15,1.06674E+13,4.23915E+14,3.92805E+14,3.01154E+12,6.35135E+11,1.4764E+15,8.05863E+14,7.78714E+14,1.8386E+13,8.53836E+14,2.54807E+13,2.43805E+14,57445873674,1.30184E+13,1.11735E+11
N Asia,2010,2.11065E+14,0,2.46562E+14,1.98171E+14,8.17774E+14,1.47532E+13,6.80347E+14,1.02487E+15,7.99454E+14,5.32639E+14,1.68777E+13,1.14677E+14,3.27081E+11,1.90686E+13,77948213526,8.89823E+12,5.86889E+12
S Asia,2010,2.50347E+13,1.80207E+14,165254581.5,5.89337E+13,7.7063E+13,82387971265,1.13015E+13,1.76661E+14,1.27133E+14,1.68491E+14,1.20936E+12,7.33124E+14,1.32374E+12,4.71607E+13,42501914631,9.82395E+12,29591199941
SE Asia,2010,6.34964E+12,2.89755E+15,291248070.1,6.52828E+13,9.99632E+13,7.19005E+11,56028497999,7.80283E+14,2.87653E+14,1.3496E+14,1.4948E+13,2.71642E+14,3.39723E+12,1.17144E+14,6547527287,1.14189E+11,40597663315
SW Asia,2010,1.58197E+13,5.34681E+11,650007810.7,4.40114E+13,1.46475E+13,3.51432E+11,3.4038E+13,5.51265E+13,5.58633E+13,3.14489E+14,1.26662E+12,1.78702E+14,8.29734E+11,4.99438E+12,1855692630,1.22911E+13,26189830563
Central Asia,2010,5.33693E+11,5443072.098,60283480964,8.21921E+11,5.63842E+12,2.47149E+11,7.06421E+12,4.6354E+12,5.66143E+12,4.78649E+14,6.2739E+11,5.6626E+13,2.24305E+11,73968829408,47619253763,7.68499E+12,5636174243
Central America,2010,27913857694,2.40741E+14,0,6.50426E+12,2.02841E+12,86390233331,313621273.2,2.12544E+14,1.21048E+14,2.10831E+13,1.32483E+12,9.46662E+12,2.73739E+11,6.65141E+12,0,5477006637,970225687.5
South America,2010,3.50642E+13,8.52478E+15,2581795603,2.62359E+14,5.38103E+13,4.10832E+13,1.93583E+14,9.44531E+14,3.19171E+15,2.41911E+15,1.61192E+13,5.11318E+14,1.19613E+12,1.26323E+14,63473042695,2.30415E+13,2.12335E+11
North America,2010,7.71619E+14,3.00865E+14,2.94091E+12,8.8224E+14,6.72893E+14,1.4425E+13,4.60203E+14,1.96299E+15,1.04288E+15,1.08366E+15,3.37381E+13,1.14832E+15,9.18254E+12,1.21854E+14,5.55433E+11,9.40462E+12,5.64779E+12
Europe,2009,4.1624E+14,2.49133E+13,81786351072,3.23076E+14,1.02035E+15,1.52053E+12,5.8991E+13,8.16411E+14,7.66752E+14,6.17923E+14,1.47812E+13,1.48037E+15,5.03514E+12,1.74034E+14,44391180601,8.50815E+11,1.68489E+11
Africa,2009,4.56931E+12,2.74889E+15,699887662.1,3.39483E+14,2.33529E+14,9.09236E+13,3.52224E+14,1.29203E+15,3.33591E+15,2.7442E+15,8.46519E+12,4.93725E+14,5.00429E+12,1.63127E+14,154741912.7,6.47301E+12,40038625400
Australia,2009,6.35595E+13,4.02421E+14,809011678.6,9.74197E+11,7.60322E+12,8.69089E+13,5.1682E+14,1.37764E+14,4.23998E+14,8.44117E+14,2.50823E+12,1.63571E+14,7.95492E+11,1.17801E+12,25532156.81,2.38665E+12,12878048789
E Asia,2009,9.4532E+13,3.27319E+15,1.08961E+13,4.64537E+14,4.31748E+14,3.09436E+12,6.43551E+11,1.59488E+15,8.91246E+14,7.85793E+14,1.88234E+13,9.13004E+14,2.64548E+13,2.68199E+14,35876937927,1.26266E+13,91857997670
N Asia,2009,2.23316E+14,0,2.49131E+14,1.99953E+14,8.33801E+14,1.45098E+13,7.02154E+14,1.06604E+15,8.67167E+14,5.29431E+14,1.82284E+13,1.2746E+14,3.44736E+11,2.08955E+13,70712862230,8.43479E+12,5.0834E+12
S Asia,2009,2.87304E+13,1.96686E+14,154851586.5,5.18908E+13,7.39465E+13,84048526502,8.03377E+12,1.80743E+14,1.18087E+14,1.53762E+14,1.2313E+12,6.33115E+14,1.14899E+12,4.81124E+13,32648593101,9.07558E+12,34298868807
SE Asia,2009,7.56085E+12,3.00509E+15,538269991.4,7.42245E+13,1.13412E+14,6.56469E+11,71498454300,8.42835E+14,3.27134E+14,1.48281E+14,1.5201E+13,3.14756E+14,3.54769E+12,1.31852E+14,2713279189,1.39889E+11,31030603070
SW Asia,2009,1.63376E+13,5.65388E+11,544780974.3,4.85347E+13,1.59943E+13,3.13055E+11,3.24747E+13,5.9251E+13,5.86438E+13,3.0414E+14,1.30922E+12,1.84671E+14,8.49589E+11,5.12366E+12,1308871739,1.23397E+13,24429844610
Central Asia,2009,6.21102E+11,5703574.221,61754908610,8.63423E+11,5.69031E+12,1.90257E+11,8.61452E+12,4.68014E+12,6.24892E+12,5.72037E+14,7.52623E+11,7.43322E+13,2.43622E+11,83467382173,44438315652,8.79978E+12,8224678083
Central America,2009,25794799028,2.56006E+14,0,6.26856E+12,2.23825E+12,1.37059E+11,362048630.2,2.21384E+14,1.23884E+14,2.2104E+13,1.34679E+12,9.30543E+12,2.80804E+11,6.425E+12,0,5660291206,943284222.5
South America,2009,3.2526E+13,8.77197E+15,3516768520,2.53514E+14,5.24554E+13,5.04742E+13,1.81656E+14,9.50484E+14,3.21748E+15,2.42169E+15,1.49972E+13,4.53413E+14,1.17277E+12,1.14028E+14,75029587501,2.30384E+13,2.1734E+11
North America,2009,7.25491E+14,3.22018E+14,2.8588E+12,8.53897E+14,6.56003E+14,1.38017E+13,4.80591E+14,1.95409E+15,1.07249E+15,1.11107E+15,3.68068E+13,1.13951E+15,9.32731E+12,1.1821E+14,4.15159E+11,8.85112E+12,5.08289E+12
Europe,2008,3.82677E+14,2.52406E+13,80224492770,3.29259E+14,9.22057E+14,1.83338E+12,5.38382E+13,7.4912E+14,7.31607E+14,6.29914E+14,1.41802E+13,1.54889E+15,4.92334E+12,1.70189E+14,53135365077,8.7663E+11,1.63695E+11
Africa,2008,4.52128E+12,2.81586E+15,1126167143,3.45571E+14,2.29644E+14,1.01615E+14,3.58679E+14,1.29484E+15,3.51611E+15,2.98267E+15,7.80997E+12,5.26246E+14,4.70657E+12,1.67002E+14,183488408.5,6.45181E+12,42760129486
Australia,2008,6.71635E+13,4.12256E+14,373028467.2,9.33909E+11,7.46527E+12,1.01604E+14,5.40739E+14,1.51409E+14,4.47033E+14,9.27325E+14,2.46997E+12,1.68606E+14,7.9706E+11,1.16086E+12,0,3.03585E+12,9527682245
E Asia,2008,8.65419E+13,2.81537E+15,7.80569E+12,4.63262E+14,4.31964E+14,3.18477E+12,6.68712E+11,1.48098E+15,8.47929E+14,7.75696E+14,1.59479E+13,9.27501E+14,2.58436E+13,2.57491E+14,34144732250,1.21521E+13,76375757729
N Asia,2008,2.16698E+14,0,2.30985E+14,1.92954E+14,8.27907E+14,1.19679E+13,6.79407E+14,1.01088E+15,8.39538E+14,5.21341E+14,1.8855E+13,1.1055E+14,3.0614E+11,1.86951E+13,72413627968,8.91594E+12,5.56498E+12
S Asia,2008,2.6305E+13,2.01737E+14,254953361.6,5.74575E+13,8.32275E+13,91502117059,7.17814E+12,1.92207E+14,1.33707E+14,1.59056E+14,1.28978E+12,7.88669E+14,1.36009E+12,5.20535E+13,45255447436,8.26703E+12,38215617871
SE Asia,2008,6.9124E+12,2.57189E+15,222957618.7,7.5576E+13,1.15358E+14,4.84418E+11,70712701411,7.33775E+14,2.97195E+14,1.31708E+14,1.22843E+13,3.07282E+14,3.13386E+12,1.1905E+14,2219675882,1.27795E+11,17876717531
SW Asia,2008,1.51383E+13,5.15256E+11,1332441515,4.88852E+13,1.56774E+13,3.18003E+11,2.53838E+13,5.86615E+13,5.59411E+13,2.74871E+14,1.23481E+12,1.56277E+14,7.46469E+11,4.77994E+12,2075274408,1.01462E+13,21537402768
Central Asia,2008,5.7118E+11,5390672.245,57126839638,7.99985E+11,5.10349E+12,1.4164E+11,3.62508E+12,4.47181E+12,5.77695E+12,4.67697E+14,5.60001E+11,5.68476E+13,1.63759E+11,68360820511,41428788548,7.62641E+12,5377082477
Central America,2008,25339997718,2.45838E+14,0,6.22019E+12,2.08905E+12,1.45134E+11,301595577.2,2.0509E+14,1.20035E+14,2.04694E+13,1.29417E+12,9.51127E+12,2.47273E+11,6.21179E+12,0,5957755785,855960202.8
South America,2008,3.98832E+13,8.49757E+15,2823565112,2.27334E+14,6.79E+13,4.95069E+13,1.99961E+14,8.79513E+14,2.95748E+15,2.31084E+15,1.51777E+13,4.50845E+14,1.15179E+12,1.1333E+14,1.22467E+11,2.47405E+13,2.27543E+11
North America,2008,7.47999E+14,3.28261E+14,2.63162E+12,7.5539E+14,6.83321E+14,1.46182E+13,5.10835E+14,1.97079E+15,1.07095E+15,1.19535E+15,3.65106E+13,1.1082E+15,9.21334E+12,1.07328E+14,4.75508E+11,9.28093E+12,6.31007E+12
Europe,2007,4.07925E+14,2.57981E+13,94961942501,3.15005E+14,9.83042E+14,2.25242E+12,5.56492E+13,7.98059E+14,7.60108E+14,6.30726E+14,1.43646E+13,1.4849E+15,4.93498E+12,1.70843E+14,47965950272,8.6718E+11,1.64142E+11
Africa,2007,4.35661E+12,2.73999E+15,1560855718,3.56988E+14,2.31693E+14,8.76634E+13,3.16265E+14,1.30739E+15,3.58571E+15,2.95694E+15,7.74518E+12,5.32351E+14,4.61369E+12,1.70298E+14,511246662.2,7.38058E+12,54765409330
Australia,2007,6.07624E+13,3.96128E+14,388005647,9.12492E+11,7.31171E+12,9.72003E+13,6.08554E+14,1.40954E+14,4.13112E+14,9.06895E+14,2.46585E+12,1.65738E+14,7.43623E+11,1.09906E+12,-151152589.4,3.07445E+12,9736392517
E Asia,2007,9.07121E+13,2.98053E+15,9.5885E+12,4.38113E+14,4.34587E+14,2.48936E+12,7.21196E+11,1.50766E+15,8.51771E+14,7.47404E+14,1.67395E+13,9.05774E+14,2.5127E+13,2.57765E+14,52509791996,1.33608E+13,67538567478
N Asia,2007,2.18607E+14,0,2.38531E+14,1.91656E+14,8.38412E+14,1.04738E+13,6.80082E+14,1.03416E+15,8.2743E+14,5.11842E+14,1.9086E+13,1.22778E+14,3.22043E+11,1.82989E+13,80210671668,8.87125E+12,5.97398E+12
S Asia,2007,2.85995E+13,2.03075E+14,842885521.2,5.51461E+13,8.21674E+13,94817682204,1.09196E+13,1.87255E+14,1.3181E+14,1.67632E+14,1.29985E+12,7.57419E+14,1.23293E+12,5.165E+13,60271728130,1.11055E+13,33015327855
SE Asia,2007,7.29579E+12,2.72995E+15,221390538.1,7.38858E+13,1.13578E+14,4.71491E+11,76208710378,7.38729E+14,3.00614E+14,1.28854E+14,1.31929E+13,3.02793E+14,3.14847E+12,1.23752E+14,9431260693,1.36435E+11,14193769274
SW Asia,2007,1.33786E+13,4.66653E+11,1157399874,4.45542E+13,1.40936E+13,3.44239E+11,3.38507E+13,5.40653E+13,5.21472E+13,2.90526E+14,1.16246E+12,1.60698E+14,7.68405E+11,4.50028E+12,3009949661,1.38751E+13,16080925743
Central Asia,2007,6.87025E+11,5631112.711,76178115665,1.01942E+12,5.89505E+12,1.61571E+11,5.89537E+12,4.75279E+12,6.67624E+12,5.8959E+14,6.86693E+11,7.57889E+13,2.1311E+11,90941747026,34843776129,8.45259E+12,10735103302
Central America,2007,25678682540,2.57757E+14,0,6.26896E+12,2.22707E+12,94330692242,954651687.9,2.0358E+14,1.20907E+14,2.00292E+13,1.2314E+12,9.6035E+12,2.55845E+11,6.03206E+12,0,6514666921,915130669.1
South America,2007,3.39792E+13,8.8314E+15,2713830175,2.07827E+14,5.35931E+13,4.35859E+13,1.9703E+14,8.41261E+14,2.74507E+15,2.23273E+15,1.42351E+13,4.66487E+14,1.11896E+12,1.02415E+14,58815986666,2.37085E+13,1.88574E+11
North America,2007,7.71156E+14,3.17279E+14,2.38832E+12,7.55097E+14,6.58965E+14,1.57959E+13,4.84385E+14,1.95519E+15,1.06472E+15,1.05964E+15,3.90298E+13,9.8551E+14,8.65797E+12,1.00175E+14,3.46872E+11,8.9784E+12,5.25659E+12
Europe,2006,3.89141E+14,2.37017E+13,91455086669,3.06801E+14,8.90111E+14,2.15674E+12,5.82434E+13,7.87851E+14,7.18304E+14,5.96915E+14,1.40337E+13,1.42444E+15,4.42975E+12,1.54334E+14,49833737723,9.34552E+11,1.67093E+11
Africa,2006,3.88739E+12,2.70011E+15,3507236316,3.34396E+14,2.04112E+14,1.27129E+14,4.46296E+14,1.23548E+15,3.48904E+15,3.20767E+15,7.88624E+12,5.24735E+14,4.60965E+12,1.55953E+14,582569092.2,7.26194E+12,36783282614
Australia,2006,6.39517E+13,4.0314E+14,377527541,7.70064E+11,6.63545E+12,1.17251E+14,7.45609E+14,1.45537E+14,4.13476E+14,9.68614E+14,2.51331E+12,1.51403E+14,7.56562E+11,9.80714E+11,17355132.78,2.38094E+12,10941327165
E Asia,2006,8.75234E+13,3.11793E+15,8.61247E+12,4.41646E+14,4.25481E+14,2.84357E+12,7.03492E+11,1.48125E+15,8.44841E+14,7.9804E+14,1.67877E+13,9.28261E+14,2.33788E+13,2.47205E+14,75336699734,1.39024E+13,53324641058
N Asia,2006,2.00532E+14,0,2.0893E+14,1.65488E+14,7.28859E+14,1.17733E+13,6.24998E+14,9.28628E+14,7.84411E+14,4.74084E+14,1.7019E+13,1.00653E+14,2.72935E+11,1.37223E+13,1.00624E+11,8.8052E+12,4.17123E+12
S Asia,2006,3.05955E+13,2.08723E+14,958109581.1,5.45352E+13,8.07384E+13,1.1256E+11,1.04295E+13,1.92308E+14,1.36731E+14,1.67388E+14,1.26672E+12,7.82548E+14,1.3425E+12,5.24131E+13,72004860582,9.29628E+12,25000369190
SE Asia,2006,7.82603E+12,2.8791E+15,231260793.5,8.10289E+13,1.20353E+14,4.5317E+11,87934069651,7.49227E+14,3.1956E+14,1.36015E+14,1.35893E+13,3.28587E+14,3.07951E+12,1.25184E+14,7675598474,1.548E+11,12049484115
SW Asia,2006,1.37265E+13,4.44375E+11,1007197433,4.35952E+13,1.39187E+13,3.58362E+11,3.16064E+13,5.32581E+13,5.35284E+13,2.88341E+14,1.16425E+12,1.69415E+14,7.64999E+11,4.31744E+12,4369781964,1.23463E+13,15387540838
Central Asia,2006,5.71721E+11,8986869.554,64179805929,1.01862E+12,5.44656E+12,1.79937E+11,4.6822E+12,4.17539E+12,5.81212E+12,4.93832E+14,6.89322E+11,6.80513E+13,1.889E+11,80831398001,35625458760,7.35451E+12,11383178549
Central America,2006,22965864368,2.60187E+14,0,6.37862E+12,2.04698E+12,75220527444,1266272568,1.93376E+14,1.2309E+14,1.96977E+13,1.22223E+12,9.6732E+12,2.3688E+11,5.89447E+12,0,7032453023,1023711302
South America,2006,3.36413E+13,8.87807E+15,3487081795,1.84714E+14,5.27227E+13,4.9724E+13,2.06841E+14,8.18529E+14,2.89897E+15,2.33001E+15,1.44116E+13,4.50683E+14,1.11319E+12,1.0325E+14,44709230869,2.51359E+13,2.03761E+11
North America,2006,8.10954E+14,3.23871E+14,2.225E+12,8.32284E+14,6.96089E+14,1.98946E+13,4.96452E+14,2.08551E+15,1.08482E+15,1.13653E+15,3.75854E+13,1.10458E+15,8.90101E+12,1.03289E+14,4.07035E+11,1.08143E+13,6.5224E+12
Europe,2005,4.26298E+14,2.50002E+13,1.04426E+11,3.45847E+14,1.02892E+15,2.15491E+12,5.71201E+13,8.33666E+14,7.61416E+14,6.2681E+14,1.51095E+13,1.60265E+15,4.66879E+12,1.70229E+14,32628481393,7.97975E+11,1.58054E+11
Africa,2005,3.94091E+12,2.85854E+15,379453428.7,3.26402E+14,2.09065E+14,9.19146E+13,3.31744E+14,1.28846E+15,3.48734E+15,2.75246E+15,7.15949E+12,5.06643E+14,4.23067E+12,1.63495E+14,217581146.6,6.42559E+12,32555672976
Australia,2005,6.62427E+13,4.00169E+14,0,8.64605E+11,6.77995E+12,1.00021E+14,4.46523E+14,1.42589E+14,4.03729E+14,8.40906E+14,2.35872E+12,1.9208E+14,7.77792E+11,9.23432E+11,6607463.159,2.54146E+12,9296987561
E Asia,2005,8.23922E+13,2.99434E+15,9.14289E+12,4.30573E+14,4.11192E+14,2.7364E+12,6.80733E+11,1.37646E+15,7.92544E+14,7.71809E+14,1.63945E+13,8.96875E+14,2.35194E+13,2.44675E+14,53164428622,1.29508E+13,39312853340
N Asia,2005,2.28847E+14,0,2.35941E+14,1.80901E+14,8.60884E+14,9.69266E+12,6.76613E+14,1.06359E+15,8.79146E+14,5.19557E+14,2.13227E+13,1.16073E+14,3.11059E+11,1.67421E+13,1.22414E+11,9.24518E+12,5.58672E+12
S Asia,2005,2.5923E+13,2.00166E+14,428626487,5.06934E+13,7.28956E+13,1.13643E+11,1.28542E+13,1.7935E+14,1.31373E+14,1.70312E+14,1.15981E+12,7.68299E+14,1.24516E+12,4.9213E+13,54661714705,1.10938E+13,29694257755
SE Asia,2005,6.53138E+12,2.75937E+15,233258623.5,6.62425E+13,1.08387E+14,3.52811E+11,72928466806,6.60537E+14,2.85117E+14,1.18372E+14,1.31777E+13,2.76675E+14,2.88814E+12,1.2075E+14,4391995500,1.17187E+11,9246046795
SW Asia,2005,1.43088E+13,4.88651E+11,1435300330,4.94628E+13,1.5282E+13,3.74002E+11,3.44195E+13,5.61718E+13,5.73561E+13,2.99677E+14,1.2037E+12,1.75514E+14,7.75666E+11,4.59054E+12,3778730526,1.37203E+13,20350599355
Central Asia,2005,6.4968E+11,9595024.415,65345384980,1.23115E+12,6.04369E+12,2.10659E+11,6.49598E+12,4.49354E+12,6.63669E+12,5.87296E+14,6.58841E+11,7.91162E+13,2.07601E+11,1.07773E+11,33807584978,7.58764E+12,12538485730
Central America,2005,21029712219,2.51007E+14,0,5.91247E+12,1.92959E+12,68492772544,761034785.4,1.73508E+14,1.14569E+14,1.77794E+13,1.11693E+12,9.18702E+12,2.23881E+11,5.66273E+12,0,6917340430,1025927698
South America,2005,3.51883E+13,8.95013E+15,3692411835,1.83963E+14,5.82028E+13,5.0121E+13,2.03072E+14,8.2237E+14,2.94873E+15,2.2707E+15,1.44479E+13,4.43624E+14,1.07253E+12,1.08133E+14,32391989792,2.43461E+13,2.09276E+11
North America,2005,7.72641E+14,3.48749E+14,1.97272E+12,9.3954E+14,6.67759E+14,1.73065E+13,4.9549E+14,2.01214E+15,1.07241E+15,1.17168E+15,3.50026E+13,1.19665E+15,9.009E+12,1.12149E+14,3.84704E+11,1.02783E+13,6.63072E+12
Europe,2004,3.94177E+14,2.54028E+13,94842057165,3.39737E+14,9.29241E+14,2.56022E+12,6.17694E+13,7.77054E+14,7.42131E+14,6.47044E+14,1.52209E+13,1.59727E+15,4.58227E+12,1.61205E+14,28099284036,9.46789E+11,1.49464E+11
Africa,2004,3.95154E+12,2.80782E+15,312518387.3,3.58241E+14,2.1398E+14,1.20371E+14,3.73061E+14,1.36169E+15,3.69921E+15,3.0339E+15,7.49091E+12,5.18092E+14,4.13E+12,1.6627E+14,55595053.69,7.5146E+12,32464371465
Australia,2004,6.09127E+13,3.91957E+14,0,9.8088E+11,6.99706E+12,1.17036E+14,7.0176E+14,1.47085E+14,4.33494E+14,9.40566E+14,2.39828E+12,1.71685E+14,7.40989E+11,8.11982E+11,2153998.339,2.73243E+12,11316354349
E Asia,2004,8.20888E+13,3.29941E+15,8.70591E+12,4.57074E+14,4.39678E+14,3.17578E+12,7.6178E+11,1.48453E+15,8.66607E+14,7.7054E+14,1.7692E+13,9.74714E+14,2.49974E+13,2.61342E+14,41201981107,1.29294E+13,33981063102
N Asia,2004,2.12325E+14,0,2.02349E+14,1.84394E+14,8.41027E+14,9.20637E+12,5.97873E+14,9.55026E+14,7.80315E+14,4.81643E+14,1.87551E+13,1.15338E+14,2.89865E+11,1.66143E+13,1.17795E+11,8.60422E+12,4.48934E+12
S Asia,2004,2.46123E+13,2.06712E+14,691262102.3,5.81855E+13,7.553E+13,1.13282E+11,7.10239E+12,1.87641E+14,1.43009E+14,1.70673E+14,1.23932E+12,7.6384E+14,1.16672E+12,5.25566E+13,54917848720,9.18541E+12,34912757638
SE Asia,2004,6.36064E+12,3.02644E+15,234033698.9,7.55119E+13,1.13333E+14,4.27327E+11,91973751959,6.9886E+14,3.18731E+14,1.33505E+14,1.41953E+13,3.12507E+14,2.97465E+12,1.30063E+14,3613483514,1.09965E+11,9422657744
SW Asia,2004,1.37034E+13,4.77965E+11,2698429123,5.3315E+13,1.60445E+13,4.72663E+11,3.32005E+13,5.64517E+13,5.93771E+13,3.09163E+14,1.17577E+12,1.82283E+14,7.7521E+11,4.55408E+12,3171506255,1.29416E+13,18790615738
Central Asia,2004,5.22675E+11,7642184.755,55315471168,1.29678E+12,5.88747E+12,2.49265E+11,7.72583E+12,3.88628E+12,5.92072E+12,5.76108E+14,7.83885E+11,6.73584E+13,2.05348E+11,86762066659,31836619803,8.93962E+12,15045686893
Central America,2004,23032973125,2.8978E+14,0,6.47626E+12,2.03595E+12,83975689683,265028202.9,1.9077E+14,1.31468E+14,2.0598E+13,1.2708E+12,1.02249E+13,2.44133E+11,6.40532E+12,182279135.8,6736956980,1094110867
South America,2004,3.53865E+13,9.21068E+15,3565709133,1.56546E+14,6.09621E+13,5.33379E+13,2.04924E+14,7.98837E+14,2.98597E+15,2.35852E+15,1.4755E+13,4.42575E+14,1.05577E+12,1.08231E+14,12090060624,2.45977E+13,2.13291E+11
North America,2004,7.78942E+14,3.34694E+14,2.02639E+12,8.96053E+14,6.67557E+14,1.6479E+13,4.84913E+14,2.07515E+15,1.11411E+15,1.08038E+15,3.97607E+13,1.05138E+15,8.20937E+12,1.02685E+14,3.93371E+11,1.01286E+13,5.74735E+12
Europe,2003,3.91409E+14,2.31629E+13,94363777650,3.00187E+14,9.17811E+14,2.37023E+12,5.7078E+13,7.62962E+14,7.12464E+14,6.09606E+14,1.48289E+13,1.47594E+15,4.3434E+12,1.49976E+14,28652010324,9.79941E+11,1.26324E+11
Africa,2003,3.37952E+12,2.86231E+15,184986802.5,3.39888E+14,2.06935E+14,1.00882E+14,3.04631E+14,1.34539E+15,3.62996E+15,2.83727E+15,6.93765E+12,5.39138E+14,3.90399E+12,1.67001E+14,45257287.5,7.52822E+12,26511546813
Australia,2003,5.55331E+13,3.76036E+14,0,9.58055E+11,6.72373E+12,1.02227E+14,5.98352E+14,1.42172E+14,4.04618E+14,8.58319E+14,2.22491E+12,1.8783E+14,7.09091E+11,7.57366E+11,0,3.24079E+12,6335994123
E Asia,2003,8.06907E+13,3.30939E+15,7.51604E+12,4.33853E+14,4.33688E+14,2.4941E+12,7.14231E+11,1.43988E+15,8.80639E+14,7.81135E+14,1.74088E+13,9.32112E+14,2.2109E+13,2.52108E+14,47289442314,1.34123E+13,23207891741
N Asia,2003,2.28085E+14,0,1.87917E+14,1.78667E+14,8.52269E+14,1.07929E+13,6.74422E+14,9.50261E+14,8.26084E+14,4.95196E+14,2.21226E+13,1.18746E+14,3.02477E+11,1.69505E+13,1.4855E+11,1.01571E+13,4.90779E+12
S Asia,2003,2.48881E+13,2.05586E+14,1417431106,4.66888E+13,7.19626E+13,1.14719E+11,1.69512E+13,1.82617E+14,1.34608E+14,1.72574E+14,1.24462E+12,7.60083E+14,1.19437E+12,5.05773E+13,51858908950,1.21002E+13,32755133996
SE Asia,2003,6.94734E+12,3.03827E+15,949745113.9,7.8403E+13,1.25699E+14,3.89019E+11,89311609143,7.02336E+14,3.30841E+14,1.39023E+14,1.42381E+13,3.34959E+14,2.80092E+12,1.28484E+14,3134872772,1.03043E+11,8572279404
SW Asia,2003,1.27815E+13,4.47834E+11,3316438926,5.18645E+13,1.56752E+13,5.04692E+11,3.32546E+13,5.17781E+13,5.73445E+13,2.95581E+14,1.06625E+12,1.74846E+14,7.31404E+11,4.1623E+12,4424126960,1.36694E+13,18648943472
Central Asia,2003,5.00691E+11,7838434.24,56428933937,1.60967E+12,6.095E+12,2.81381E+11,7.11254E+12,3.49542E+12,6.0231E+12,6.02493E+14,7.41841E+11,7.8542E+13,2.09477E+11,96151594399,30690126402,8.71398E+12,12931535166
Central America,2003,19994651259,2.65328E+14,0,5.70177E+12,1.8333E+12,71914779147,80706142.42,1.69992E+14,1.17462E+14,1.81234E+13,1.10849E+12,9.78355E+12,2.17171E+11,5.88186E+12,0,6017817214,832050274.7
South America,2003,3.02462E+13,9.03576E+15,3644814781,1.70787E+14,4.99851E+13,4.15551E+13,1.92103E+14,7.70009E+14,2.882E+15,2.2092E+15,1.41932E+13,4.25269E+14,9.81064E+11,1.0825E+14,7004068247,2.42369E+13,1.88569E+11
North America,2003,7.37357E+14,3.47083E+14,1.68306E+12,7.62572E+14,6.31852E+14,1.41549E+13,4.48943E+14,1.83943E+15,1.024E+15,9.65493E+14,3.51417E+13,9.43559E+14,7.82037E+12,9.78393E+13,4.5512E+11,9.66298E+12,5.82054E+12
Europe,2002,4.04275E+14,2.58496E+13,76679256928,3.26323E+14,9.75796E+14,2.34252E+12,5.2392E+13,8.0725E+14,7.37316E+14,6.12483E+14,1.49463E+13,1.50421E+15,4.43139E+12,1.57276E+14,32095890998,8.62084E+11,91092723046
Africa,2002,3.23037E+12,2.88627E+15,146395460.7,3.35698E+14,1.97827E+14,8.66643E+13,3.1191E+14,1.35397E+15,3.60374E+15,2.57656E+15,6.25499E+12,4.90538E+14,3.89975E+12,1.67542E+14,26064328.56,8.58958E+12,27584149117
Australia,2002,6.516E+13,3.7534E+14,0,8.9525E+11,6.1229E+12,9.64477E+13,4.66652E+14,1.41559E+14,3.98424E+14,7.03059E+14,2.31728E+12,1.51691E+14,6.93091E+11,7.24858E+11,0,2.36742E+12,-106406950.6
E Asia,2002,8.61877E+13,3.37913E+15,8.37779E+12,4.41197E+14,4.43422E+14,2.31315E+12,7.06634E+11,1.38648E+15,8.48285E+14,7.77573E+14,1.90626E+13,9.01604E+14,2.2045E+13,2.50526E+14,69381621264,1.39063E+13,18862813592
N Asia,2002,2.17887E+14,0,2.0745E+14,1.84589E+14,8.48402E+14,8.98185E+12,6.84432E+14,9.90762E+14,8.55261E+14,4.99626E+14,2.08717E+13,1.15142E+14,2.80944E+11,1.75205E+13,1.42557E+11,9.88269E+12,5.47354E+12
S Asia,2002,2.72764E+13,2.15327E+14,1931231832,4.89389E+13,7.12295E+13,1.08588E+11,4.44833E+12,1.81184E+14,1.43474E+14,1.69995E+14,1.3239E+12,6.91627E+14,1.07797E+12,5.36689E+13,46604855630,9.25917E+12,27882783025
SE Asia,2002,7.61117E+12,3.12563E+15,1158328442,6.70152E+13,1.16149E+14,3.87832E+11,73847145594,6.43291E+14,3.08391E+14,1.26873E+14,1.5728E+13,2.9177E+14,2.68417E+12,1.28407E+14,2527104266,99139320463,8629257120
SW Asia,2002,1.41282E+13,4.57967E+11,2519084342,5.11673E+13,1.5251E+13,3.96777E+11,3.22331E+13,5.08823E+13,6.20088E+13,3.02126E+14,1.09196E+12,1.84117E+14,7.65591E+11,4.32113E+12,5498393184,1.28585E+13,12057325092
