/* Unit: gC */
Continents/regions,year,modis_land1,modis_land2,modis_land3,modis_land4,modis_land5,modis_land6,modis_land7,modis_land8,modis_land9,modis_land10,modis_land11,modis_land12,modis_land13,modis_land14,modis_land15,modis_land16,modis_land17
E Asia,2010,4.57022E+12,3.08284E+13,22714014.74,90295925642,7.35179E+11,4.32213E+13,1.7772E+14,3.37949E+13,1.45937E+14,1.95094E+14,6.9411E+12,3.84464E+13,1.19921E+12,2.24507E+11,1025373831,1.51993E+12,90333150631
N Asia,2010,4.23181E+12,0,8.06812E+11,3.87736E+13,1.88031E+13,5.52907E+11,2.94221E+11,1.13461E+14,1.21157E+14,2.61018E+14,2.2671E+13,1.78968E+14,4.66088E+12,1.9632E+13,2.65468E+11,8.68047E+13,1.70792E+12
S Asia,2010,1.27122E+14,0,3.95983E+14,3.47709E+13,3.08634E+14,9.3346E+12,3.10625E+14,5.11119E+14,5.16461E+14,3.94419E+14,1.29702E+14,2.95911E+13,3.86993E+11,8.62266E+12,2.80541E+11,1.40509E+13,3.90977E+12
SE Asia,2010,1.51071E+13,2.16548E+13,899303607.9,2.55224E+13,2.8176E+13,89838717671,1.10144E+14,8.26106E+13,8.70522E+13,2.97871E+14,1.5955E+13,5.62565E+14,4.81506E+12,3.38467E+13,4.55293E+12,2.00529E+14,1.62889E+11
SW Asia,2010,9.25655E+11,3.33568E+14,94128226.32,1.0547E+13,1.7579E+13,2.01134E+11,10700978470,1.18113E+14,6.44978E+13,2.89068E+13,1.86266E+13,4.7912E+13,7.14558E+11,1.80213E+13,4120695694,6966682896,1.38206E+11
Central Asia,2010,3.72019E+11,17910343778,26564528.37,1.95975E+12,1.27233E+12,85774414813,1.34748E+13,4.10413E+12,5.1161E+12,4.48732E+13,3.473E+11,2.82093E+13,2.28297E+11,32921278946,3344055874,9.70777E+13,10266411920
Central America,2010,9.52126E+11,1207538172,0,1.95538E+11,2.77276E+12,2.63788E+11,6.82232E+13,3.25087E+12,4.22235E+12,1.53058E+15,5.86621E+12,7.30997E+13,3.21416E+12,65609097359,0,2.43396E+14,16453655578
South America,2010,9044475772,1.56842E+13,99035184.14,8.97679E+11,1.84367E+11,17176118993,54874555.34,4.49316E+13,2.56428E+13,4.33869E+12,3.55813E+12,2.09696E+12,27051549555,2.07256E+12,0,2194316529,52816452125
North America,2009,2.42092E+12,1.17428E+15,206448124,3.93164E+13,5.17133E+12,8.18519E+12,3.92146E+13,1.17829E+14,4.21641E+14,3.09256E+14,2.16629E+13,6.73797E+13,2.75973E+12,1.45568E+13,1.39419E+11,2.37381E+13,9.40561E+11
Europe,2009,7.00293E+13,2.77559E+13,4.04273E+11,7.08778E+13,3.4106E+13,4.19566E+12,1.60731E+14,2.9653E+14,3.53267E+14,7.88719E+14,1.30057E+14,2.48778E+14,3.18666E+12,1.18937E+13,9.96536E+11,6.10658E+13,9.75311E+11
Africa,2009,1.16949E+14,1.91543E+12,2.40612E+11,3.4878E+13,1.38564E+14,2.59251E+11,1.1966E+13,2.3717E+14,1.80976E+14,1.65055E+14,4.9747E+13,2.54904E+14,1.17432E+13,4.50216E+13,4.22905E+12,1.25044E+11,1.04233E+11
Australia,2009,6.30525E+11,3.18666E+14,431283424.2,2.37988E+14,1.34161E+14,9.47041E+12,5.90964E+13,3.63748E+14,9.01943E+14,9.67604E+14,6.9582E+13,1.45891E+14,3.91652E+12,1.99201E+14,155895253.6,2.06275E+14,9.01102E+11
E Asia,2009,5.16123E+12,3.0681E+13,21224512.71,1.00741E+11,8.23205E+11,4.09526E+13,1.77443E+14,3.62417E+13,1.55229E+14,2.02794E+14,6.82768E+12,4.173E+13,1.17377E+12,2.07865E+11,710386802.6,2.24791E+12,76888106334
N Asia,2009,4.37207E+12,0,8.18428E+11,3.7539E+13,1.92579E+13,5.75367E+11,2.93248E+11,1.20158E+14,1.32258E+14,2.65674E+14,2.5796E+13,1.93054E+14,4.94863E+12,2.30691E+13,2.46436E+11,8.1211E+13,1.63658E+12
S Asia,2009,1.51583E+14,0,4.38233E+14,3.8996E+13,3.75066E+14,9.5986E+12,2.57546E+14,5.45883E+14,5.202E+14,3.97792E+14,1.25818E+14,2.73651E+13,3.32215E+11,8.88732E+12,2.50965E+11,1.51464E+13,3.11407E+12
SE Asia,2009,2.06999E+13,2.15171E+13,479498165.7,2.76396E+13,3.1285E+13,94253486540,1.1171E+14,8.26174E+13,9.47917E+13,3.2451E+14,1.60721E+13,6.0161E+14,4.30163E+12,3.4343E+13,4.03883E+12,2.24882E+14,1.12281E+11
SW Asia,2009,8.5359E+11,2.32391E+14,0,8.25157E+12,1.3799E+13,2.3547E+11,13000099334,1.20152E+14,7.3088E+13,3.1178E+13,1.97184E+13,5.48565E+13,7.66397E+11,2.15361E+13,2270089588,9159872319,1.14999E+11
Central Asia,2009,2.5282E+11,17235805263,21394773.25,1.98203E+12,9.2286E+11,84727431039,1.90122E+13,4.5351E+12,5.31516E+12,4.84712E+13,3.46623E+11,2.8442E+13,2.61104E+11,1.27024E+11,3075781918,1.05008E+14,11151514616
Central America,2009,1.09597E+12,1480497991,0,2.43621E+11,3.03604E+12,1.83582E+11,6.94536E+13,3.53947E+12,4.7462E+12,1.59544E+15,6.10999E+12,8.05188E+13,3.44712E+12,72228035387,0,2.22576E+14,15954212763
South America,2009,8829040509,1.71027E+13,0,9.55895E+11,2.02459E+11,21818214855,53243916.69,4.50133E+13,2.64306E+13,4.39849E+12,3.42408E+12,2.05802E+12,26329987077,1.77492E+12,0,2542210761,61220672973
North America,2008,2.51339E+12,1.03557E+15,362514491.7,4.08464E+13,5.60353E+12,8.12423E+12,4.01141E+13,1.13024E+14,4.27979E+14,2.98639E+14,2.38152E+13,6.62241E+13,2.68906E+12,1.28888E+13,1.49218E+11,2.13363E+13,8.9814E+11
Europe,2008,6.95484E+13,2.38907E+13,4.17973E+11,6.98686E+13,3.55078E+13,4.54672E+12,1.60191E+14,2.90719E+14,3.41837E+14,7.79327E+14,1.14617E+14,2.40792E+14,3.16737E+12,1.1177E+13,1.00242E+12,6.07372E+13,9.48873E+11
Africa,2008,1.16405E+14,1.87127E+12,1.63556E+11,3.37195E+13,1.34029E+14,2.82309E+11,1.28075E+13,2.3483E+14,1.83019E+14,1.65592E+14,5.11423E+13,2.5411E+14,1.16619E+13,4.5571E+13,6.86066E+12,1.36817E+11,1.38024E+11
Australia,2008,6.1124E+11,3.15349E+14,0,2.47955E+14,1.36881E+14,1.09538E+13,6.03336E+13,3.73722E+14,9.32453E+14,1.10105E+15,6.87716E+13,1.65655E+14,3.9428E+12,1.91994E+14,0,1.81344E+14,2.45589E+11
E Asia,2008,4.82952E+12,2.84132E+13,10221910.56,90693895882,7.22795E+11,3.66606E+13,1.69574E+14,3.2513E+13,1.37344E+14,1.89139E+14,5.90873E+12,4.03033E+13,1.11153E+12,1.85087E+11,561939178,2.30744E+12,55878555366
N Asia,2008,4.61746E+12,0,8.38427E+11,3.84406E+13,1.96882E+13,4.64622E+11,2.82614E+11,1.15819E+14,1.2513E+14,2.54564E+14,2.51631E+13,1.71971E+14,4.354E+12,1.96873E+13,2.40298E+11,8.22118E+13,1.6914E+12
S Asia,2008,1.3783E+14,0,3.54424E+12,3.25743E+13,3.11257E+14,1.06165E+13,2.49283E+14,5.16985E+14,5.54155E+14,3.70721E+14,1.34386E+14,3.0706E+13,3.43784E+11,9.01044E+12,2.31192E+11,1.41278E+13,2.84195E+12
SE Asia,2008,1.8153E+13,2.05604E+13,411186952.1,2.29976E+13,2.81379E+13,93722199316,1.10313E+14,7.40787E+13,8.60132E+13,3.02744E+14,1.39423E+13,5.95724E+14,4.02441E+12,3.08958E+13,2.81623E+12,2.03554E+14,79816367978
SW Asia,2008,7.53346E+11,2.35095E+14,235688086.5,8.64523E+12,1.43251E+13,2.27853E+11,10570503127,1.206E+14,7.17229E+13,2.86115E+13,1.8408E+13,5.3597E+13,6.74877E+11,2.23008E+13,2408186597,6800837217,78851669343
Central Asia,2008,2.91284E+11,16096977576,39891718.43,1.86944E+12,1.51035E+12,73928768898,1.01391E+13,4.26636E+12,4.67042E+12,4.21957E+13,3.19268E+11,2.94182E+13,2.27772E+11,77366835362,3526704544,8.98594E+13,10629157993
Central America,2008,9.91044E+11,1140725254,0,2.00646E+11,2.70952E+12,1.27837E+11,7.36615E+13,3.14158E+12,4.48772E+12,1.4969E+15,6.10166E+12,8.18661E+13,3.05754E+12,64997104341,0,2.14282E+14,14424436320
South America,2008,8906176086,1.72356E+13,0,9.60193E+11,1.9648E+11,22847768732,57892943.9,4.37976E+13,2.58802E+13,4.15728E+12,3.1668E+12,1.82152E+12,24411139271,1.74917E+12,0,3250672236,56162606695
North America,2007,2.51864E+12,1.0807E+15,374726796.1,4.76692E+13,5.67354E+12,9.23554E+12,4.41273E+13,1.12561E+14,4.20475E+14,3.1254E+14,2.26031E+13,6.83613E+13,2.60126E+12,1.09616E+13,1.36537E+11,2.40095E+13,1.00501E+12
Europe,2007,7.28979E+13,2.38892E+13,4.50585E+11,7.03197E+13,3.55718E+13,4.92101E+12,1.70324E+14,2.96097E+14,3.52628E+14,7.77434E+14,1.26131E+14,2.28719E+14,3.10655E+12,1.00323E+13,1.2467E+12,6.35818E+13,9.95181E+11
Africa,2007,1.18442E+14,1.8565E+12,1.74448E+11,3.37379E+13,1.31972E+14,2.93924E+11,1.18311E+13,2.27986E+14,1.81905E+14,1.6422E+14,4.90534E+13,2.63517E+14,1.10753E+13,4.51438E+13,1.74376E+12,1.33202E+11,1.23483E+11
Australia,2007,6.42631E+11,3.22918E+14,0,2.52294E+14,1.32049E+14,1.05302E+13,6.43855E+13,3.7564E+14,9.23694E+14,1.02855E+15,6.90953E+13,1.49883E+14,3.65366E+12,1.77084E+14,22819938651,2.18506E+14,3.91256E+11
E Asia,2007,4.42116E+12,2.71776E+13,11436667.47,90411705810,7.14805E+11,4.28931E+13,2.05511E+14,3.35654E+13,1.36024E+14,1.9452E+14,6.14248E+12,4.01918E+13,1.08606E+12,1.80358E+11,1199643707,2.49714E+12,53642261800
N Asia,2007,4.54962E+12,0,7.09993E+11,3.70926E+13,2.01123E+13,3.76043E+11,2.80595E+11,1.13476E+14,1.21359E+14,2.66307E+14,2.42663E+13,1.9022E+14,4.40152E+12,2.1363E+13,2.94758E+11,8.55201E+13,1.82006E+12
S Asia,2007,1.4176E+14,0,2.54291E+13,3.26713E+13,3.37032E+14,9.82373E+12,2.8335E+14,5.09448E+14,5.70573E+14,3.9337E+14,1.4282E+14,3.09058E+13,3.3497E+11,8.38215E+12,3.77096E+11,1.65853E+13,2.75727E+12
SE Asia,2007,1.69547E+13,2.04326E+13,961430720.6,2.34276E+13,2.84642E+13,1.17352E+11,1.2214E+14,7.90839E+13,8.94781E+13,3.11965E+14,1.51739E+13,6.00397E+14,4.17727E+12,3.36777E+13,5.90674E+12,2.18475E+14,75168624867
SW Asia,2007,7.18495E+11,2.02225E+14,294667512.6,9.25849E+12,1.53794E+13,1.77717E+11,13700095374,1.07795E+14,6.43071E+13,2.80355E+13,1.7773E+13,5.0409E+13,6.69346E+11,1.96519E+13,5622965504,9064250663,93776498299
Central Asia,2007,3.003E+11,16761747811,43813724.12,2.18853E+12,1.26792E+12,89216237397,1.54256E+13,4.78001E+12,5.18599E+12,4.85662E+13,4.05723E+11,3.21737E+13,2.49286E+11,1.65603E+11,4648772902,1.04022E+14,20550583360
Central America,2007,1.01616E+12,1129177077,1.10835E+11,2.53014E+11,2.75219E+12,1.61008E+11,5.10591E+13,3.27203E+12,4.68104E+12,1.54866E+15,6.10509E+12,8.30844E+13,3.04728E+12,73523080272,0,1.91628E+14,16092658982
South America,2007,8564141668,1.83802E+13,125734695.5,9.18017E+11,2.08323E+11,18152378787,147050970.6,4.3203E+13,2.62512E+13,4.00665E+12,3.25788E+12,1.75224E+12,24416616980,1.61742E+12,0,3259071589,51383076527
North America,2006,2.48899E+12,1.1126E+15,384762898.5,4.92112E+13,5.6866E+12,8.71169E+12,4.26772E+13,1.11825E+14,4.39249E+14,3.08696E+14,2.52297E+13,6.57466E+13,2.4831E+12,1.14373E+13,1.19262E+11,2.42844E+13,9.13739E+11
Europe,2006,6.71891E+13,2.42885E+13,3.66834E+11,7.04146E+13,3.5112E+13,4.49601E+12,1.5807E+14,2.88942E+14,3.35792E+14,7.31923E+14,1.19534E+14,2.12546E+14,2.70811E+12,9.26819E+12,7.41528E+11,6.14177E+13,9.81378E+11
Africa,2006,1.23192E+14,1.82029E+12,1.09922E+11,3.35407E+13,1.31585E+14,3.7189E+11,1.46899E+13,2.17974E+14,1.7355E+14,1.67838E+14,4.84174E+13,2.62446E+14,1.0542E+13,4.24937E+13,7.48972E+12,1.49733E+11,99895751179
Australia,2006,4.93927E+11,2.89192E+14,0,2.72518E+14,1.40399E+14,1.12076E+13,7.1786E+13,3.86986E+14,1.00521E+15,1.20473E+15,7.05582E+13,1.72891E+14,3.6739E+12,1.77845E+14,362705914.9,1.60821E+14,5.46119E+11
E Asia,2006,4.55854E+12,2.70216E+13,10042676.41,76127603287,6.51018E+11,3.7038E+13,2.2872E+14,3.23877E+13,1.33618E+14,1.96627E+14,6.11928E+12,3.94291E+13,1.03602E+12,1.64249E+11,425934395.3,2.59448E+12,39899699901
N Asia,2006,3.81068E+12,0,7.22751E+11,3.53469E+13,1.79764E+13,5.55873E+11,2.69862E+11,1.04441E+14,1.13892E+14,2.34482E+14,2.29434E+13,1.47301E+14,3.66119E+12,1.57925E+13,2.84975E+11,7.75937E+13,1.4165E+12
S Asia,2006,1.38926E+14,0,9.46923E+12,3.40574E+13,3.69247E+14,8.66879E+12,2.91276E+14,5.11173E+14,5.6543E+14,4.00046E+14,1.43685E+14,2.98987E+13,3.24538E+11,7.78236E+12,4.19816E+11,1.684E+13,2.48567E+12
SE Asia,2006,1.79502E+13,2.08362E+13,1203083489,2.43541E+13,2.94096E+13,1.24413E+11,1.34069E+14,7.75194E+13,9.30716E+13,3.26855E+14,1.49533E+13,6.20752E+14,3.81037E+12,3.43612E+13,5.17722E+12,2.11337E+14,53913261980
SW Asia,2006,7.45048E+11,2.32738E+14,207986795.3,1.00836E+13,1.58925E+13,1.66296E+11,17132119767,1.0479E+14,6.51226E+13,2.7849E+13,1.89864E+13,5.40343E+13,6.78657E+11,2.0208E+13,6396916858,11278011370,1.25144E+11
Central Asia,2006,2.5385E+11,15590911974,35755764.5,1.89002E+12,1.16478E+12,86722179034,1.48672E+13,4.05063E+12,4.71957E+12,4.47619E+13,3.58627E+11,2.54216E+13,2.18592E+11,86975883693,4924966690,1.03966E+14,17712206353
Central America,2006,9.90051E+11,1215250501,0,2.51144E+11,2.80384E+12,2.0346E+11,4.07778E+13,3.06145E+12,4.63714E+12,1.509E+15,6.28735E+12,8.37425E+13,2.82915E+12,76582256385,0,1.94113E+14,18391212084
South America,2006,8205863533,1.90005E+13,0,1.07946E+12,2.08436E+11,16412115407,157796470.1,4.12798E+13,2.68704E+13,4.00358E+12,3.22742E+12,1.77977E+12,23478012298,1.5469E+12,0,3645989175,56712112449
North America,2005,2.47225E+12,1.05861E+15,438184714.1,4.43733E+13,5.39381E+12,1.02836E+13,4.42618E+13,1.15774E+14,4.49143E+14,3.25781E+14,2.41659E+13,6.70182E+13,2.49969E+12,1.20421E+13,1.10608E+11,2.60038E+13,1.02227E+12
Europe,2005,6.88051E+13,2.37849E+13,4.06468E+11,6.67235E+13,3.45752E+13,4.24586E+12,1.64764E+14,3.08838E+14,3.79102E+14,8.21231E+14,1.3671E+14,2.58447E+14,2.90403E+12,1.10067E+13,9.67437E+11,6.15344E+13,9.63495E+11
Africa,2005,1.13323E+14,1.85997E+12,1.41839E+11,3.67107E+13,1.3357E+14,3.58899E+11,1.17809E+13,2.27426E+14,1.8067E+14,1.60826E+14,4.77184E+13,2.58817E+14,9.44906E+12,4.28951E+13,5.51571E+12,1.47061E+11,87147691415
Australia,2005,4.58703E+11,2.853E+14,0,2.49353E+14,1.26417E+14,1.15432E+13,5.48074E+13,3.83167E+14,9.5094E+14,1.01362E+15,6.62429E+13,1.54517E+14,3.56082E+12,1.80886E+14,23948645.63,1.84612E+14,2.34369E+11
E Asia,2005,4.587E+12,2.58316E+13,0,77628720195,6.08852E+11,3.58307E+13,2.29624E+14,3.07828E+13,1.29511E+14,1.90003E+14,5.90213E+12,4.01867E+13,1.01725E+12,1.43943E+11,293097724.7,2.46772E+12,29478618779
N Asia,2005,4.40585E+12,0,6.67333E+11,3.63556E+13,1.96099E+13,4.4396E+11,2.98633E+11,1.11929E+14,1.24825E+14,2.60618E+14,2.65445E+13,1.85766E+14,4.26361E+12,1.79232E+13,3.53142E+11,8.47782E+13,1.70235E+12
S Asia,2005,1.39381E+14,0,8.16695E+12,3.11939E+13,3.44889E+14,8.30231E+12,2.48903E+14,4.81634E+14,5.42049E+14,3.7806E+14,1.39408E+14,2.8627E+13,3.06674E+11,7.2497E+12,3.97216E+11,1.64516E+13,2.40628E+12
SE Asia,2005,1.85656E+13,2.0182E+13,454995287.6,2.23535E+13,2.76889E+13,1.17095E+11,1.23479E+14,7.6372E+13,8.90705E+13,2.97836E+14,1.44408E+13,5.6253E+14,3.87254E+12,3.35496E+13,3.66686E+12,1.76164E+14,43913350200
SW Asia,2005,7.06832E+11,2.06152E+14,358773632.1,8.88619E+12,1.45015E+13,1.7676E+11,16736479240,1.08269E+14,7.14965E+13,2.92633E+13,1.90314E+13,5.67549E+13,6.6582E+11,2.23305E+13,6780024193,9881293621,1.19095E+11
Central Asia,2005,3.01858E+11,14681037900,49985300.34,2.17917E+12,1.33781E+12,97742821461,1.5455E+13,4.50558E+12,5.03254E+12,4.90654E+13,3.75574E+11,3.24582E+13,2.2957E+11,1.42487E+11,4785394742,1.05193E+14,22141883661
Central America,2005,9.1333E+11,1102479784,0,2.79106E+11,2.82602E+12,2.30143E+11,5.00948E+13,2.91241E+12,4.42529E+12,1.47048E+15,5.94847E+12,8.00842E+13,2.60829E+12,83525633204,0,1.96599E+14,17599421798
South America,2005,7432686958,1.85613E+13,0,1.10703E+12,1.85336E+11,16419703940,116899918.1,3.89945E+13,2.73562E+13,4.03678E+12,3.1817E+12,1.78499E+12,22823334050,1.64957E+12,7372001.048,3679472262,54589884126
North America,2004,2.2519E+12,1.05578E+15,505042198.5,4.34155E+13,5.09778E+12,1.04824E+13,4.47873E+13,1.11103E+14,4.28568E+14,3.32921E+14,1.95499E+13,6.36219E+13,2.60288E+12,1.48476E+13,95500396003,2.7244E+13,9.94495E+11
Europe,2004,6.7133E+13,2.58121E+13,4.03804E+11,6.61291E+13,3.32297E+13,4.43137E+12,1.65922E+14,3.02196E+14,3.72367E+14,8.14372E+14,1.2516E+14,2.59439E+14,2.88058E+12,1.07251E+13,6.65969E+11,6.27617E+13,8.75158E+11
Africa,2004,1.18266E+14,1.91106E+12,1.33589E+11,3.38609E+13,1.32471E+14,3.74779E+11,1.33422E+13,2.28049E+14,1.81987E+14,1.68859E+14,5.15849E+13,2.65987E+14,9.57339E+12,4.25976E+13,1.40539E+12,1.56324E+11,88404705364
Australia,2004,5.05895E+11,2.85572E+14,0,2.54251E+14,1.28035E+14,1.20471E+13,6.74486E+13,4.07435E+14,9.65342E+14,1.13487E+15,6.84113E+13,1.63658E+14,3.40684E+12,1.88377E+14,160523724.9,2.07794E+14,4.43757E+11
E Asia,2004,4.1747E+12,2.72134E+13,0,99298400255,6.55235E+11,3.09493E+13,2.38717E+14,3.10861E+13,1.46259E+14,1.94937E+14,6.18344E+12,4.16143E+13,1.02022E+12,1.39266E+11,244252350.5,2.31184E+12,24084526312
N Asia,2004,4.42173E+12,0,5.86938E+11,3.47741E+13,1.80961E+13,3.98122E+11,2.83499E+11,1.03067E+14,1.09603E+14,2.46576E+14,2.408E+13,1.81186E+14,3.99083E+12,1.73759E+13,3.18899E+11,7.78639E+13,1.46323E+12
S Asia,2004,1.34743E+14,0,6.19515E+13,2.99446E+13,3.36636E+14,8.46417E+12,2.056E+14,4.92544E+14,5.72707E+14,3.73889E+14,1.47638E+14,3.05051E+13,2.82197E+11,7.67395E+12,4.09254E+11,1.36884E+13,2.49867E+12
SE Asia,2004,1.61079E+13,2.18088E+13,833079818.7,2.41519E+13,2.71642E+13,1.43253E+11,1.53277E+14,8.09494E+13,9.95207E+13,3.29417E+14,1.52879E+13,5.92716E+14,3.62564E+12,3.46616E+13,3.33851E+12,1.79154E+14,44733773726
SW Asia,2004,7.74097E+11,2.63155E+14,734078241.8,8.80272E+12,1.4774E+13,1.7838E+11,23286192901,1.07874E+14,7.11344E+13,3.07088E+13,2.07256E+13,5.99931E+13,6.72414E+11,2.22703E+13,7933910346,11283133058,1.21444E+11
Central Asia,2004,2.89325E+11,15178646251,57833047.77,1.99918E+12,1.16813E+12,1.11316E+11,1.61893E+13,3.78389E+12,4.71547E+12,4.96866E+13,3.50809E+11,3.09466E+13,2.22705E+11,41675468499,5134186598,1.04072E+14,19960840733
Central America,2004,9.99507E+11,1337009059,0,3.32952E+11,3.07674E+12,2.84923E+11,6.47451E+13,3.02396E+12,4.7386E+12,1.62931E+15,6.77549E+12,8.8414E+13,2.89772E+12,84231024606,3.85189E+12,2.11978E+14,20427190125
South America,2004,7604915170,1.95129E+13,0,1.07129E+12,1.68262E+11,16203308963,40012677.51,3.88595E+13,2.83621E+13,4.17191E+12,3.21304E+12,1.84417E+12,22881569232,1.66956E+12,10317622.11,3673445262,65000016643
North America,2003,2.31874E+12,1.00919E+15,652480516,3.97339E+13,4.78693E+12,9.63461E+12,4.28E+13,1.08081E+14,4.61776E+14,3.08165E+14,2.37443E+13,6.40858E+13,2.35355E+12,1.40809E+13,94213328165,2.51947E+13,9.0852E+11
Europe,2003,6.49465E+13,2.68522E+13,3.35366E+11,6.84288E+13,3.42847E+13,4.03993E+12,1.59212E+14,2.78613E+14,3.29949E+14,7.65093E+14,1.20949E+14,2.51793E+14,2.63719E+12,9.42826E+12,5.70865E+11,6.37283E+13,7.66134E+11
Africa,2003,1.17356E+14,1.84227E+12,3.52244E+11,3.4905E+13,1.34288E+14,3.49303E+11,1.22096E+13,2.22985E+14,1.78265E+14,1.61259E+14,5.22776E+13,2.48048E+14,8.85324E+12,4.1729E+13,1.06379E+12,1.88548E+11,70826429886
Australia,2003,5.82075E+11,2.83944E+14,0,2.37381E+14,1.22387E+14,1.31576E+13,6.35569E+13,4.29674E+14,9.23762E+14,9.88073E+14,6.38334E+13,1.42103E+14,3.11404E+12,1.80238E+14,0,2.26927E+14,3.32084E+11
E Asia,2003,4.42951E+12,2.62348E+13,0,95971284626,6.73179E+11,3.15289E+13,2.66969E+14,3.03519E+13,1.46624E+14,1.9885E+14,6.09534E+12,4.45936E+13,9.94602E+11,1.3064E+11,169325125,2.41859E+12,18957246158
N Asia,2003,4.207E+12,0,6.46494E+11,3.53278E+13,1.88524E+13,4.47188E+11,3.0183E+11,1.05776E+14,1.19314E+14,2.50583E+14,2.70217E+13,1.67661E+14,4.05763E+12,1.52944E+13,3.52375E+11,8.68839E+13,1.49034E+12
S Asia,2003,1.26776E+14,0,1.98322E+13,3.10734E+13,3.08303E+14,7.87734E+12,3.119E+14,4.85789E+14,5.47509E+14,3.77074E+14,1.52977E+14,2.82407E+13,2.88439E+11,7.597E+12,3.71501E+11,1.7056E+13,2.47671E+12
SE Asia,2003,1.6941E+13,2.1156E+13,2253726608,2.31867E+13,2.88094E+13,1.2987E+11,1.48084E+14,7.61706E+13,1.00948E+14,3.3922E+14,1.49252E+13,6.15116E+14,3.41787E+12,3.48267E+13,2.70672E+12,1.81703E+14,46783760982
SW Asia,2003,8.39952E+11,2.29333E+14,992004561,7.90957E+12,1.30334E+13,1.68861E+11,21991219455,1.01203E+14,6.84897E+13,2.93008E+13,2.04444E+13,5.90952E+13,6.21848E+11,2.24705E+13,7270586797,9067104399,1.15415E+11
Central Asia,2003,3.34353E+11,13252973470,65049846.08,2.27486E+12,1.21684E+12,1.17469E+11,1.76524E+13,3.64111E+12,4.80451E+12,5.32928E+13,3.53046E+11,2.9982E+13,2.28545E+11,73619290651,5816154385,1.14835E+14,16586798926
Central America,2003,9.03265E+11,1205080891,0,4.07008E+11,3.23529E+12,2.92214E+11,7.59764E+13,2.43296E+12,4.38466E+12,1.48878E+15,6.21545E+12,8.30756E+13,2.53082E+12,84781836196,0,2.04721E+14,16480029575
South America,2003,7623333951,2.01871E+13,0,1.05778E+12,1.86525E+11,13487587500,18523970.29,3.71722E+13,2.77359E+13,3.98728E+12,3.17044E+12,1.91373E+12,21651614140,1.77434E+12,3228885.825,3283477932,74346756760
North America,2002,2.36476E+12,1.07149E+15,752405139.8,4.13887E+13,5.08445E+12,1.01665E+13,4.0057E+13,9.95537E+13,4.1025E+14,2.9606E+14,2.14856E+13,5.80112E+13,2.1819E+12,1.15227E+13,1.24785E+11,2.33733E+13,8.78474E+11
Europe,2002,6.56338E+13,2.31579E+13,2.17813E+11,6.74635E+13,3.14745E+13,4.22155E+12,1.67201E+14,3.00424E+14,3.58277E+14,7.99331E+14,1.2093E+14,2.43474E+14,2.75184E+12,1.05055E+13,6.37026E+11,6.14986E+13,6.13361E+11
Africa,2002,1.23553E+14,1.98488E+12,3.64146E+11,3.53494E+13,1.35865E+14,3.51203E+11,1.19025E+13,2.21311E+14,1.77141E+14,1.56647E+14,5.24495E+13,2.61605E+14,8.52603E+12,4.22836E+13,2.724E+12,1.73126E+11,80811762285
Australia,2002,4.07058E+11,2.98911E+14,0,2.46007E+14,1.30866E+14,1.12021E+13,5.26888E+13,4.4294E+14,9.89038E+14,9.9356E+14,6.33518E+13,1.62174E+14,3.03816E+12,2.02872E+14,0,1.25153E+14,4.14531E+11
E Asia,2002,4.55035E+12,2.65556E+13,0,87990184043,5.9463E+11,3.21595E+13,3.17156E+14,2.99236E+13,1.4037E+14,1.94737E+14,6.44336E+12,3.9024E+13,9.31033E+11,1.25525E+11,105709180.5,2.58784E+12,16477529073
N Asia,2002,4.2174E+12,0,7.84143E+11,3.62567E+13,2.03769E+13,4.07165E+11,3.16879E+11,1.05259E+14,1.14359E+14,2.58682E+14,2.31753E+13,1.71125E+14,3.84214E+12,1.8452E+13,3.04347E+11,9.25156E+13,1.65179E+12
S Asia,2002,1.37561E+14,0,1.72449E+13,3.49885E+13,3.58501E+14,7.44E+12,1.75121E+14,5.03118E+14,5.60762E+14,3.56459E+14,1.59572E+14,2.80453E+13,2.43162E+11,8.18761E+12,3.80672E+11,1.3974E+13,2.49215E+12
SE Asia,2002,1.79686E+13,2.21571E+13,2838283769,2.00893E+13,2.72144E+13,1.39336E+11,1.46446E+14,7.658E+13,1.01403E+14,3.28169E+14,1.55873E+13,5.86839E+14,3.44026E+12,3.54317E+13,2.66545E+12,2.03114E+14,49656628834
SW Asia,2002,7.4543E+11,2.80852E+14,812910223.7,8.50459E+12,1.49147E+13,1.65569E+11,20551584051,9.74598E+13,7.14508E+13,2.91591E+13,2.09936E+13,5.81377E+13,6.1706E+11,2.41556E+13,5742209924,9302679097,53426474940
Central Asia,2002,3.24162E+11,14692188383,88267314.54,2.83336E+12,1.32054E+12,96414624154,1.83512E+13,3.91376E+12,4.81903E+12,5.08807E+13,3.60503E+11,3.30211E+13,2.49846E+11,1.21717E+11,6484407287,1.08691E+14,12995321560
Central America,2002,9.45221E+11,1403058496,0,5.67633E+11,3.53743E+12,2.5784E+11,7.77016E+13,2.46901E+12,4.79296E+12,1.56712E+15,6.21004E+12,8.82683E+13,2.69432E+12,1.01015E+11,0,2.01678E+14,16841690358
South America,2002,6644178916,2.15809E+13,0,1.04685E+12,1.6935E+11,13466836260,39451695.44,3.66291E+13,2.69988E+13,3.76524E+12,3.13407E+12,1.70171E+12,21608460268,1.566E+12,2824391.708,3435332474,66563913114
