/* Unit: gC */
Continents/regions,year,modis_land1,modis_land2,modis_land3,modis_land4,modis_land5,modis_land6,modis_land7,modis_land8,modis_land9,modis_land10,modis_land11,modis_land12,modis_land13,modis_land14,modis_land15,modis_land16,modis_land17
North America,2001,2.72499E+12,1.02969E+15,1443354241,3.61887E+13,4.8691E+12,1.01402E+13,3.7711E+13,1.0177E+14,4.21462E+14,2.88522E+14,2.32591E+13,6.40226E+13,2.16782E+12,1.21994E+13,1.72538E+11,2.18041E+13,6.51216E+11
Europe,2001,6.67522E+13,2.25126E+13,3.01236E+11,6.84223E+13,3.68513E+13,3.8831E+12,1.45491E+14,2.92526E+14,3.49221E+14,7.6846E+14,1.2393E+14,2.41121E+14,2.57594E+12,1.13379E+13,1.09672E+12,5.86729E+13,4.13873E+11
Africa,2001,1.23193E+14,1.98164E+12,3.02369E+11,3.40112E+13,1.31337E+14,3.61283E+11,1.18602E+13,2.13743E+14,1.71264E+14,1.58653E+14,5.39344E+13,2.38702E+14,7.74223E+12,4.44952E+13,0,1.71965E+11,64131939208
Australia,2001,3.62999E+11,2.76749E+14,0,2.15854E+14,1.11892E+14,1.23863E+13,7.36675E+13,4.38572E+14,9.35497E+14,1.04374E+15,6.15886E+13,1.43266E+14,2.96338E+12,1.98168E+14,0,2.23176E+14,2.73364E+12
E Asia,2001,4.38249E+12,2.3709E+13,0,1.00103E+11,6.26143E+11,3.46916E+13,2.11526E+14,2.7313E+13,1.32672E+14,1.77529E+14,5.71626E+12,3.74462E+13,8.51408E+11,1.28549E+11,118522254.2,2.19744E+12,4219437908
N Asia,2001,4.795E+12,0,7.89349E+11,3.50406E+13,2.0942E+13,3.77467E+11,2.85704E+11,1.04945E+14,1.08698E+14,2.38253E+14,2.35689E+13,1.89014E+14,3.93316E+12,1.98344E+13,2.56884E+11,8.20176E+13,1.35146E+12
S Asia,2001,1.38703E+14,44283368.7,4.99431E+13,3.74114E+13,3.772E+14,6.61696E+12,2.19606E+14,4.87306E+14,5.34546E+14,3.26265E+14,1.48241E+14,2.68555E+13,2.49595E+11,8.63913E+12,4.20446E+11,1.28365E+13,1.4778E+12
SE Asia,2001,1.77712E+13,1.95824E+13,3249794621,1.84021E+13,2.56752E+13,1.28978E+11,1.32466E+14,6.89996E+13,9.70361E+13,3.12107E+14,1.37096E+13,5.75532E+14,2.97403E+12,3.23779E+13,2.22171E+12,1.81726E+14,3624170927
SW Asia,2001,7.31009E+11,2.56484E+14,600773872.8,7.28371E+12,1.40059E+13,1.61248E+11,17299924140,9.21331E+13,6.57571E+13,2.72604E+13,1.98457E+13,5.38921E+13,5.85407E+11,2.50376E+13,5251956872,6847335266,10292203754
Central Asia,2001,3.47647E+11,15505422449,118448492.2,2.83558E+12,1.40903E+12,78967096326,1.1888E+13,4.0422E+12,4.79295E+12,4.39001E+13,2.9942E+11,3.04567E+13,2.10495E+11,75659984256,6359895969,8.92238E+13,5056225874
Central America,2001,9.00029E+11,1468474152,0,5.86765E+11,3.45251E+12,2.36174E+11,7.56475E+13,2.42689E+12,4.86972E+12,1.5361E+15,6.2509E+12,8.61691E+13,2.65275E+12,1.01514E+11,0,2.18414E+14,6190389663
South America,2001,7793151477,2.23176E+13,0,1.09415E+12,1.97198E+11,14277994245,20902089.2,3.74277E+13,2.67755E+13,3.67022E+12,3.01965E+12,1.8214E+12,20501935433,1.70361E+12,5798636.334,3379270752,40240943141
